location_id,location_name,parameter,value,unit,datetimeUtc,datetimeLocal,timezone,latitude,longitude,country_iso,isMobile,isMonitor,owner_name,provider
1215422,"柏市大室１２５６","no",0.001,"ppm","2026-01-12T01:00:00Z","2026-01-12T10:00:00+09:00","Asia/Tokyo",35.896944,139.966944,,,,"Unknown Governmental Organization","Ministry of the Environment Air Pollutant Wide Area Monitoring System"
1215422,"柏市大室１２５６","no",0.001,"ppm","2026-01-12T02:00:00Z","2026-01-12T11:00:00+09:00","Asia/Tokyo",35.896944,139.966944,,,,"Unknown Governmental Organization","Ministry of the Environment Air Pollutant Wide Area Monitoring System"
1215422,"柏市大室１２５６","no",0.002,"ppm","2026-01-12T03:00:00Z","2026-01-12T12:00:00+09:00","Asia/Tokyo",35.896944,139.966944,,,,"Unknown Governmental Organization","Ministry of the Environment Air Pollutant Wide Area Monitoring System"
1215422,"柏市大室１２５６","no",0.001,"ppm","2026-01-12T04:00:00Z","2026-01-12T13:00:00+09:00","Asia/Tokyo",35.896944,139.966944,,,,"Unknown Governmental Organization","Ministry of the Environment Air Pollutant Wide Area Monitoring System"
1215422,"柏市大室１２５６","no",0.001,"ppm","2026-01-12T05:00:00Z","2026-01-12T14:00:00+09:00","Asia/Tokyo",35.896944,139.966944,,,,"Unknown Governmental Organization","Ministry of the Environment Air Pollutant Wide Area Monitoring System"
1215422,"柏市大室１２５６","no",0.001,"ppm","2026-01-12T06:00:00Z","2026-01-12T15:00:00+09:00","Asia/Tokyo",35.896944,139.966944,,,,"Unknown Governmental Organization","Ministry of the Environment Air Pollutant Wide Area Monitoring System"
1215422,"柏市大室１２５６","no",0.001,"ppm","2026-01-12T07:00:00Z","2026-01-12T16:00:00+09:00","Asia/Tokyo",35.896944,139.966944,,,,"Unknown Governmental Organization","Ministry of the Environment Air Pollutant Wide Area Monitoring System"
1215422,"柏市大室１２５６","no",0.001,"ppm","2026-01-12T08:00:00Z","2026-01-12T17:00:00+09:00","Asia/Tokyo",35.896944,139.966944,,,,"Unknown Governmental Organization","Ministry of the Environment Air Pollutant Wide Area Monitoring System"
1215422,"柏市大室１２５６","no",0.001,"ppm","2026-01-12T09:00:00Z","2026-01-12T18:00:00+09:00","Asia/Tokyo",35.896944,139.966944,,,,"Unknown Governmental Organization","Ministry of the Environment Air Pollutant Wide Area Monitoring System"
1215422,"柏市大室１２５６","no",0.005,"ppm","2026-01-12T10:00:00Z","2026-01-12T19:00:00+09:00","Asia/Tokyo",35.896944,139.966944,,,,"Unknown Governmental Organization","Ministry of the Environment Air Pollutant Wide Area Monitoring System"
1215422,"柏市大室１２５６","no",0.011,"ppm","2026-01-12T11:00:00Z","2026-01-12T20:00:00+09:00","Asia/Tokyo",35.896944,139.966944,,,,"Unknown Governmental Organization","Ministry of the Environment Air Pollutant Wide Area Monitoring System"
1215422,"柏市大室１２５６","no",0.011,"ppm","2026-01-12T12:00:00Z","2026-01-12T21:00:00+09:00","Asia/Tokyo",35.896944,139.966944,,,,"Unknown Governmental Organization","Ministry of the Environment Air Pollutant Wide Area Monitoring System"
1215422,"柏市大室１２５６","no",0.007,"ppm","2026-01-12T13:00:00Z","2026-01-12T22:00:00+09:00","Asia/Tokyo",35.896944,139.966944,,,,"Unknown Governmental Organization","Ministry of the Environment Air Pollutant Wide Area Monitoring System"
1215422,"柏市大室１２５６","no",0.004,"ppm","2026-01-12T16:00:00Z","2026-01-13T01:00:00+09:00","Asia/Tokyo",35.896944,139.966944,,,,"Unknown Governmental Organization","Ministry of the Environment Air Pollutant Wide Area Monitoring System"
1215422,"柏市大室１２５６","no",0.001,"ppm","2026-01-12T17:00:00Z","2026-01-13T02:00:00+09:00","Asia/Tokyo",35.896944,139.966944,,,,"Unknown Governmental Organization","Ministry of the Environment Air Pollutant Wide Area Monitoring System"
