location_id,location_name,parameter,value,unit,datetimeUtc,datetimeLocal,timezone,latitude,longitude,country_iso,isMobile,isMonitor,owner_name,provider
4421507,"Alkhobar - Ar Rakkah | الخبر - الراكة","um003",1781.0888305664064,"particles/cm³","2026-01-12T14:00:00Z","2026-01-12T17:00:00+03:00","Asia/Riyadh",26.3521533,50.2069895,,,,"Yahya Alarfaj","AirGradient"
4421507,"Alkhobar - Ar Rakkah | الخبر - الراكة","um003",1383.8361673990885,"particles/cm³","2026-01-12T15:00:00Z","2026-01-12T18:00:00+03:00","Asia/Riyadh",26.3521533,50.2069895,,,,"Yahya Alarfaj","AirGradient"
4421507,"Alkhobar - Ar Rakkah | الخبر - الراكة","um003",1532.619502766927,"particles/cm³","2026-01-12T16:00:00Z","2026-01-12T19:00:00+03:00","Asia/Riyadh",26.3521533,50.2069895,,,,"Yahya Alarfaj","AirGradient"
4421507,"Alkhobar - Ar Rakkah | الخبر - الراكة","um003",1755.8108296712242,"particles/cm³","2026-01-12T17:00:00Z","2026-01-12T20:00:00+03:00","Asia/Riyadh",26.3521533,50.2069895,,,,"Yahya Alarfaj","AirGradient"
4421507,"Alkhobar - Ar Rakkah | الخبر - الراكة","um003",1649.0498311360677,"particles/cm³","2026-01-12T18:00:00Z","2026-01-12T21:00:00+03:00","Asia/Riyadh",26.3521533,50.2069895,,,,"Yahya Alarfaj","AirGradient"
4421507,"Alkhobar - Ar Rakkah | الخبر - الراكة","um003",1795.5299926757814,"particles/cm³","2026-01-12T19:00:00Z","2026-01-12T22:00:00+03:00","Asia/Riyadh",26.3521533,50.2069895,,,,"Yahya Alarfaj","AirGradient"
4421507,"Alkhobar - Ar Rakkah | الخبر - الراكة","um003",1812.189512125651,"particles/cm³","2026-01-12T20:00:00Z","2026-01-12T23:00:00+03:00","Asia/Riyadh",26.3521533,50.2069895,,,,"Yahya Alarfaj","AirGradient"
4421507,"Alkhobar - Ar Rakkah | الخبر - الراكة","um003",1839.694500732422,"particles/cm³","2026-01-12T21:00:00Z","2026-01-13T00:00:00+03:00","Asia/Riyadh",26.3521533,50.2069895,,,,"Yahya Alarfaj","AirGradient"
4421507,"Alkhobar - Ar Rakkah | الخبر - الراكة","um003",2407.1995056152346,"particles/cm³","2026-01-12T22:00:00Z","2026-01-13T01:00:00+03:00","Asia/Riyadh",26.3521533,50.2069895,,,,"Yahya Alarfaj","AirGradient"
4421507,"Alkhobar - Ar Rakkah | الخبر - الراكة","um003",2948.764169034091,"particles/cm³","2026-01-12T23:00:00Z","2026-01-13T02:00:00+03:00","Asia/Riyadh",26.3521533,50.2069895,,,,"Yahya Alarfaj","AirGradient"
4421507,"Alkhobar - Ar Rakkah | الخبر - الراكة","um003",3490.072493489583,"particles/cm³","2026-01-13T00:00:00Z","2026-01-13T03:00:00+03:00","Asia/Riyadh",26.3521533,50.2069895,,,,"Yahya Alarfaj","AirGradient"
